ID,Age,Gender,Persona,Feature,Sessions_per_week,DAU_7d,Retention_30d,Feature_Adoption,Satisfaction
422,39,M,Working_Adult,Reminder,1,0,0.694,0.589,5
423,64,M,Senior,Reminder,4,4,0.726,0.572,3
424,55,M,Senior,Edu_Content,4,4,0.901,0.614,5
425,52,M,Senior,Edu_Content,9,7,0.944,0.441,4
426,56,M,Multi_Morbidity,BP_Log,5,4,0.924,0.727,4
427,72,F,Senior,Edu_Content,4,4,0.891,0.533,4
428,50,F,Multi_Morbidity,Refill_Reminder,5,4,0.849,0.541,3
429,36,M,Working_Adult,Edu_Content,2,1,0.705,0.456,3
430,69,F,Senior,Reminder,4,3,0.831,0.511,4
431,34,M,Working_Adult,Refill_Reminder,4,4,0.739,0.556,3
432,56,F,Multi_Morbidity,Edu_Content,8,7,0.987,0.665,4
433,62,F,Multi_Morbidity,Symptom_Diary,3,3,0.817,0.527,5
434,41,F,Working_Adult,Reminder,3,3,0.777,0.611,4
435,46,Other,Working_Adult,Reminder,0,0,0.437,0.318,3
436,53,F,Multi_Morbidity,Edu_Content,5,5,0.934,0.684,5
437,60,F,Senior,Reminder,5,5,0.838,0.52,4
438,70,Other,Senior,Reminder,3,2,0.65,0.356,4
439,61,F,Multi_Morbidity,Refill_Reminder,8,7,0.922,0.474,4
440,49,M,Working_Adult,Reminder,5,5,0.821,0.713,4
441,63,F,Multi_Morbidity,Edu_Content,3,3,0.817,0.29,3
442,60,M,Senior,Reminder,1,1,0.679,0.39,4
443,52,M,Multi_Morbidity,Edu_Content,8,7,0.973,0.545,5
444,57,M,Senior,Refill_Reminder,4,3,0.779,0.434,4
445,41,M,Working_Adult,BP_Log,2,1,0.676,0.486,5
446,45,M,Working_Adult,Reminder,4,4,0.869,0.535,4
447,67,F,Senior,Reminder,2,2,0.626,0.559,3
448,41,M,Working_Adult,Edu_Content,4,3,0.756,0.421,4
449,45,F,Working_Adult,Reminder,3,2,0.797,0.605,4
450,59,M,Senior,Reminder,9,7,0.963,0.456,5
451,65,F,Multi_Morbidity,Symptom_Diary,1,0,0.569,0.344,4
452,43,M,Working_Adult,Teleconsult,2,2,0.512,0.474,3
453,68,F,Multi_Morbidity,Edu_Content,5,4,0.857,0.519,3
454,66,M,Senior,Refill_Reminder,1,0,0.544,0.439,4
455,50,M,Multi_Morbidity,Edu_Content,7,7,0.961,0.631,5
456,31,M,Working_Adult,Edu_Content,3,2,0.83,0.338,4
457,63,M,Senior,Edu_Content,2,1,0.558,0.218,4
458,22,F,Multi_Morbidity,BP_Log,7,7,0.961,0.644,4
459,44,Other,Working_Adult,Refill_Reminder,7,6,0.906,0.404,3
460,40,F,Working_Adult,Refill_Reminder,5,4,0.802,0.448,4
461,61,M,Multi_Morbidity,BP_Log,5,5,0.909,0.827,4
462,44,F,Multi_Morbidity,BP_Log,6,6,0.953,0.864,4
463,52,F,Senior,BP_Log,3,2,0.815,0.602,4
464,45,M,Senior,Refill_Reminder,2,1,0.771,0.364,4
465,45,F,Working_Adult,Symptom_Diary,1,0,0.68,0.355,3
466,40,F,Working_Adult,Edu_Content,2,1,0.465,0.499,4
467,70,F,Senior,Reminder,4,4,0.879,0.647,5
468,51,F,Multi_Morbidity,Edu_Content,2,2,0.825,0.709,4
469,55,F,Multi_Morbidity,Edu_Content,5,4,0.929,0.775,5
470,71,M,Senior,Edu_Content,3,2,0.848,0.632,4
471,72,M,Senior,Teleconsult,3,2,0.766,0.39,3
472,36,M,Working_Adult,Edu_Content,3,3,0.662,0.402,3
473,43,F,Working_Adult,BP_Log,1,0,0.656,0.518,4
474,30,F,Working_Adult,Reminder,3,3,0.697,0.503,3
475,41,F,Working_Adult,BP_Log,5,5,0.899,0.599,5
476,69,F,Senior,Reminder,7,6,0.967,0.597,5
477,67,F,Multi_Morbidity,Reminder,2,2,0.837,0.516,4
478,59,M,Multi_Morbidity,Reminder,2,2,0.648,0.49,5
479,67,M,Multi_Morbidity,Reminder,6,6,0.978,0.805,5
480,56,F,Multi_Morbidity,Reminder,2,2,0.708,0.511,4
481,62,F,Senior,BP_Log,3,3,0.827,0.532,4
482,59,F,Multi_Morbidity,Reminder,5,5,0.93,0.588,5
483,67,M,Senior,BP_Log,4,4,0.719,0.673,3
484,35,F,Multi_Morbidity,BP_Log,2,2,0.614,0.935,5
485,35,M,Working_Adult,Edu_Content,2,1,0.657,0.569,3
486,57,F,Multi_Morbidity,Symptom_Diary,4,3,0.823,0.491,4
487,58,F,Multi_Morbidity,BP_Log,3,2,0.847,0.541,2
488,63,M,Senior,Reminder,4,4,0.699,0.484,4
489,65,M,Senior,Edu_Content,7,6,0.935,0.273,4
490,58,M,Senior,Symptom_Diary,6,6,0.845,0.544,4
491,35,F,Working_Adult,Refill_Reminder,4,3,0.835,0.434,3
492,54,F,Working_Adult,Symptom_Diary,3,2,0.786,0.356,4
493,37,F,Working_Adult,Refill_Reminder,3,3,0.662,0.294,4
494,58,F,Senior,Edu_Content,3,3,0.833,0.497,3
495,32,F,Working_Adult,Symptom_Diary,2,1,0.817,0.313,3
496,40,M,Multi_Morbidity,Reminder,4,4,0.856,0.518,3
497,60,F,Senior,Reminder,7,7,0.937,0.621,5
498,34,M,Working_Adult,Reminder,2,1,0.606,0.724,3
499,61,F,Senior,Reminder,2,2,0.796,0.644,5
500,39,F,Working_Adult,Reminder,10,7,0.975,0.714,4
501,51,F,Senior,BP_Log,3,3,0.936,0.762,3
502,57,M,Senior,Reminder,6,5,0.97,0.592,5
503,37,M,Working_Adult,Symptom_Diary,4,4,0.773,0.34,4
504,61,M,Senior,Teleconsult,10,7,0.983,0.453,4
505,33,M,Working_Adult,BP_Log,4,3,0.813,0.769,5
506,35,M,Working_Adult,Edu_Content,2,1,0.574,0.419,4
507,50,M,Working_Adult,Edu_Content,3,2,0.689,0.34,4
508,63,M,Senior,Edu_Content,4,3,0.851,0.606,4
509,73,M,Senior,Reminder,2,2,0.833,0.636,4
510,69,F,Senior,Teleconsult,5,4,0.793,0.476,4
511,39,F,Working_Adult,BP_Log,3,3,0.894,0.639,5
512,43,M,Working_Adult,Edu_Content,2,1,0.592,0.568,4
513,60,F,Senior,Reminder,7,7,0.902,0.571,5
514,54,M,Senior,Teleconsult,5,4,0.903,0.506,5
515,63,F,Senior,Teleconsult,5,5,0.841,0.455,5
516,72,F,Senior,BP_Log,8,7,0.946,0.675,4
517,42,F,Working_Adult,Reminder,4,3,0.878,0.577,5
518,58,F,Senior,Refill_Reminder,1,1,0.544,0.424,3
519,49,F,Multi_Morbidity,BP_Log,3,2,0.626,0.567,4
520,39,M,Working_Adult,Reminder,4,3,0.743,0.419,4
521,30,F,Working_Adult,Teleconsult,3,2,0.839,0.507,3
522,30,M,Working_Adult,Edu_Content,5,4,0.78,0.479,4
523,49,M,Multi_Morbidity,Reminder,2,2,0.656,0.229,3
524,46,M,Working_Adult,Refill_Reminder,2,1,0.638,0.311,3
525,66,F,Senior,Edu_Content,3,3,0.787,0.569,4
526,73,F,Senior,BP_Log,5,5,0.885,0.52,4
527,46,F,Working_Adult,Edu_Content,3,3,0.909,0.438,5
528,41,F,Working_Adult,Edu_Content,3,2,0.681,0.355,3
529,61,Other,Senior,Edu_Content,7,6,0.838,0.484,4
530,43,F,Working_Adult,Reminder,4,3,0.825,0.533,4
531,52,F,Multi_Morbidity,Edu_Content,9,7,0.981,0.495,5
532,71,F,Senior,Edu_Content,4,4,0.684,0.329,3
533,29,F,Working_Adult,Reminder,8,7,0.934,0.585,4
534,38,F,Working_Adult,Reminder,6,6,0.874,0.479,3
535,48,M,Working_Adult,Reminder,1,0,0.345,0.339,4
536,36,F,Working_Adult,Reminder,3,3,0.746,0.472,4
537,68,M,Senior,Refill_Reminder,7,7,0.887,0.556,4
538,44,M,Working_Adult,Reminder,4,3,0.832,0.61,5
539,39,M,Working_Adult,Reminder,6,6,0.899,0.641,4
540,40,M,Working_Adult,Edu_Content,4,3,0.686,0.402,3
541,34,M,Working_Adult,Reminder,5,4,0.854,0.552,5
542,53,F,Working_Adult,Symptom_Diary,3,2,0.745,0.517,3
543,62,Other,Multi_Morbidity,Edu_Content,3,3,0.897,0.486,4
544,30,F,Working_Adult,Reminder,2,2,0.881,0.729,4
545,48,F,Multi_Morbidity,BP_Log,3,2,0.891,0.456,3
546,32,F,Working_Adult,Reminder,2,1,0.698,0.693,4
547,50,M,Multi_Morbidity,BP_Log,5,4,0.745,0.655,5
548,74,M,Senior,BP_Log,8,7,0.974,0.436,3
549,43,M,Working_Adult,Reminder,5,5,0.899,0.592,4
550,71,M,Multi_Morbidity,Symptom_Diary,6,6,0.873,0.682,5
551,40,M,Working_Adult,Edu_Content,6,6,0.9,0.654,3
552,35,F,Working_Adult,Reminder,2,1,0.674,0.463,5
553,42,F,Working_Adult,Reminder,2,1,0.673,0.631,5
554,64,F,Multi_Morbidity,Edu_Content,3,2,0.715,0.425,4
555,60,F,Senior,Edu_Content,11,7,0.985,0.472,4
556,57,M,Multi_Morbidity,Reminder,3,3,0.498,0.514,2
557,71,F,Senior,BP_Log,4,3,0.96,0.798,5
558,30,M,Working_Adult,Teleconsult,3,3,0.593,0.498,5
559,48,F,Working_Adult,Reminder,4,4,0.764,0.395,4
560,38,F,Working_Adult,Reminder,1,1,0.532,0.669,4
561,46,M,Working_Adult,Reminder,4,4,0.814,0.763,5
562,64,F,Multi_Morbidity,Symptom_Diary,5,4,0.776,0.274,3
563,37,F,Working_Adult,Reminder,1,0,0.495,0.546,3
564,59,M,Senior,Symptom_Diary,5,5,0.847,0.404,4
565,25,M,Working_Adult,Reminder,0,0,0.702,0.785,5
566,74,M,Senior,Reminder,4,3,0.821,0.514,2
567,38,F,Working_Adult,Edu_Content,4,4,0.746,0.641,4
568,26,M,Working_Adult,Edu_Content,4,3,0.655,0.323,4
569,45,F,Working_Adult,Edu_Content,2,2,0.785,0.504,4
570,40,F,Working_Adult,Refill_Reminder,4,3,0.581,0.277,3
571,55,F,Senior,Edu_Content,6,6,0.898,0.616,5
572,72,M,Senior,BP_Log,2,1,0.789,0.752,4
573,31,M,Working_Adult,Reminder,3,3,0.79,0.792,4
574,45,F,Working_Adult,Reminder,3,3,0.607,0.658,5
575,50,M,Working_Adult,BP_Log,8,7,0.952,0.715,4
576,39,M,Multi_Morbidity,Reminder,6,5,0.895,0.59,4
577,63,M,Senior,BP_Log,3,2,0.774,0.545,4
578,30,M,Working_Adult,Reminder,1,0,0.673,0.6,4
579,58,F,Senior,BP_Log,6,5,0.84,0.62,4
580,62,M,Multi_Morbidity,BP_Log,3,2,0.756,0.527,4
581,34,F,Working_Adult,Teleconsult,3,2,0.673,0.395,5
582,69,F,Senior,Reminder,5,5,0.901,0.63,3
583,65,M,Senior,Reminder,3,3,0.829,0.765,4
584,61,M,Senior,Symptom_Diary,4,4,0.801,0.511,4
585,62,F,Multi_Morbidity,Reminder,9,7,0.984,0.7,5
586,40,M,Working_Adult,Reminder,3,3,0.636,0.514,4
587,58,M,Senior,Teleconsult,7,6,0.926,0.376,3
588,33,F,Working_Adult,Edu_Content,3,2,0.883,0.56,4
589,37,F,Working_Adult,Reminder,3,2,0.846,0.601,4
590,54,M,Multi_Morbidity,Reminder,1,0,0.649,0.751,5
591,58,M,Multi_Morbidity,Edu_Content,2,1,0.867,0.494,4
592,44,M,Working_Adult,BP_Log,4,3,0.791,0.738,4
593,58,F,Multi_Morbidity,Reminder,6,6,0.923,0.497,4
594,58,M,Multi_Morbidity,Symptom_Diary,4,3,0.844,0.417,3
595,59,F,Multi_Morbidity,Teleconsult,4,4,0.786,0.324,3
596,22,M,Working_Adult,Edu_Content,4,3,0.857,0.346,4
597,55,F,Multi_Morbidity,Reminder,3,3,0.816,0.402,4
598,43,F,Working_Adult,Reminder,1,1,0.781,0.624,4
599,58,F,Multi_Morbidity,Refill_Reminder,6,6,0.912,0.465,4
600,72,M,Senior,Refill_Reminder,6,6,0.868,0.308,4
